,non,lin,Mac,sim,lgb,svr,cat,dct, extra,lstm,min_smape,selected_model,Null_points
NX1386,1000.0,26.752905915276912,24.080650269201847,24.650628823836055,1000.0,28.56161970473581,1000.0,30.060784051883527,26.056642484631894,1000.0,24.080650269201847,Mac,8760
NX1387,1000.0,36.180891522196454,33.36817978997867,35.3431196943632,1000.0,35.6884289505667,1000.0,46.66924956870261,36.89786565755223,1000.0,33.36817978997867,Mac,8760
NX1388,1000.0,32.97415840465411,32.46332086325011,34.634560698109944,1000.0,36.85510403769688,1000.0,44.99092107100594,36.06087365756826,1000.0,32.46332086325011,Mac,8760
NX1389,1000.0,33.434876733378736,28.797978782670032,27.687868378766602,1000.0,36.93666203223617,1000.0,37.90654017189377,30.494294949380578,1000.0,27.687868378766602,sim,8760
NX1390,1000.0,27.54116903580116,24.943360678121653,25.508408774787327,1000.0,26.90346517562472,1000.0,31.156029668522308,26.978092758124713,1000.0,24.943360678121653,Mac,8760
NX1391,1000.0,31.827481219553118,27.78748921997515,29.908666545995636,1000.0,30.117784746309386,1000.0,34.58434113483598,31.173908688178155,1000.0,27.78748921997515,Mac,8760
NX1392,1000.0,53.291632206764675,41.10052388014037,39.677903799746865,1000.0,43.68004311230718,1000.0,51.02984450760894,41.64954715009775,1000.0,39.677903799746865,sim,8760
NX1393,1000.0,38.52489007857375,31.24462543436092,30.830207333270003,1000.0,33.49076236365375,1000.0,42.162253126396465,32.40775038597584,1000.0,30.830207333270003,sim,8760
NX1394,1000.0,96.83500785909177,70.70061707703367,44.80040094003147,1000.0,58.5252763776555,1000.0,75.00474247075131,79.11525309946293,1000.0,44.80040094003147,sim,8760
NX1395,1000.0,15.48555401089573,9.3639333126964,9.28281091770012,1000.0,9.400545130457145,1000.0,10.531026957865494,11.73748343306693,1000.0,9.28281091770012,sim,8760
NX1396,1000.0,26.50662936838175,24.419914864251528,23.58181888269018,1000.0,26.847560599923955,1000.0,30.832212418019235,24.484678158563074,1000.0,23.58181888269018,sim,8760
NX1397,1000.0,35.468396449826194,33.46716152692397,32.441968505993614,1000.0,39.368479469146344,1000.0,41.619299846904156,34.36780594647715,1000.0,32.441968505993614,sim,8760
NX1398,1000.0,50.01648042395402,41.462014851900726,36.88378192868571,1000.0,40.13045706896252,1000.0,54.959912550453765,46.39054533777623,1000.0,36.88378192868571,sim,8760
NX1377,1000.0,15.330983431664578,13.10932903653347,10.877973568671695,1000.0,13.408664842562718,1000.0,15.161051210516767,14.298682622735823,1000.0,10.877973568671695,sim,8760
NX1376,1000.0,48.750030444720736,38.21492872651212,34.685087120776075,1000.0,46.55683251086963,1000.0,47.420819618840895,42.75830686626311,1000.0,34.685087120776075,sim,8760
NX1375,1000.0,4.374261697010861,5.342925587926601,6.163982399168165,1000.0,5.116587725473263,1000.0,7.296592005608289,6.984765201943737,1000.0,4.374261697010861,lin,8760
NX1374,1000.0,36.00354648998746,30.97699589831216,30.578465689074996,1000.0,31.01530011100994,1000.0,37.39630534889683,32.382256588340866,1000.0,30.578465689074996,sim,8760
NX1352,1000.0,30.50265610147036,24.817948973563425,23.236047694528686,1000.0,32.29335704388707,1000.0,34.41185251118104,25.630163169573084,1000.0,23.236047694528686,sim,8760
NX1353,1000.0,50.197403142152076,45.93543068751212,42.18485315061869,1000.0,52.29139078600941,1000.0,60.49681535815609,47.30553651240598,1000.0,42.18485315061869,sim,8760
NX1354,1000.0,1.8572075652682638,1.550925370660725,1.6056088450088994,1000.0,1.9409940437445958,1000.0,2.001880005408389,1.8867225192394597,1000.0,1.550925370660725,Mac,8760
NX1355,1000.0,31.794053713273414,29.765846441370126,30.412858245777443,1000.0,32.049050687524606,1000.0,38.755482723037886,32.181114495319264,1000.0,29.765846441370126,Mac,8760
NX1356,1000.0,45.50373911598519,36.85181377313515,37.08162572682972,1000.0,43.68969143508012,1000.0,52.10934999072871,40.17567993614332,1000.0,36.85181377313515,Mac,8760
NX1357,1000.0,55.625809367227006,43.24100279248179,40.87273163019087,1000.0,43.35584537146164,1000.0,55.67067680465911,50.67230989525701,1000.0,40.87273163019087,sim,8760
NX1358,1000.0,22.69170268842194,20.653793803096022,19.83806853945949,1000.0,21.936502476881582,1000.0,27.687418913436318,20.66244642974059,1000.0,19.83806853945949,sim,8760
NX1359,1000.0,47.66456957818772,42.75090554596879,40.41837532086628,1000.0,46.98230330237943,1000.0,56.023501008574435,44.87289349448399,1000.0,40.41837532086628,sim,8760
NX1360,1000.0,45.68802782323657,44.234642365608515,41.86218707924148,1000.0,44.2874955120616,1000.0,55.95809723793937,47.0433340501375,1000.0,41.86218707924148,sim,8760
NX1361,1000.0,38.356839769081546,31.518949245068598,31.08425485230609,1000.0,35.569114647840465,1000.0,41.44417597139581,32.815648714849885,1000.0,31.08425485230609,sim,8760
NX1499,1000.0,34.719824431746495,26.613967904840106,34.27271904162747,1000.0,96.69524062541761,1000.0,20.513144689170403,57.851301199816504,1000.0,20.513144689170403,dct,8760
NX1362,1000.0,51.74682811379699,40.538870524279794,38.70501829160745,1000.0,41.97665002685681,1000.0,56.244413718543505,41.89506575051755,1000.0,38.70501829160745,sim,8760
NX1364,1000.0,23.394104422609352,20.93291444854409,20.57162793748645,1000.0,22.002278730384443,1000.0,28.143396683836375,21.823705483690055,1000.0,20.57162793748645,sim,8760
NX1365,1000.0,26.89243896887332,23.903400317102694,22.935550400313144,1000.0,26.141336067050222,1000.0,30.822261389098674,26.260074103010933,1000.0,22.935550400313144,sim,8760
NX1366,1000.0,46.687552702512484,42.72599481530318,47.452562793251246,1000.0,63.40280785549633,1000.0,53.718751896796995,51.5121646930595,1000.0,42.72599481530318,Mac,8760
NX1367,1000.0,34.185865528650574,30.75922491478289,28.842162986838314,1000.0,34.8874785115238,1000.0,40.38778686728551,31.32797030539363,1000.0,28.842162986838314,sim,8760
NX1368,1000.0,34.48075604278102,27.12996094120177,33.13349678220205,1000.0,30.46644591465437,1000.0,35.73988756982329,33.79620220402878,1000.0,27.12996094120177,Mac,8760
NX1369,1000.0,14.753252295840902,10.755607411286425,13.884555563682488,1000.0,14.927626960801739,1000.0,14.24329362522401,15.677125597336266,1000.0,10.755607411286425,Mac,8760
NX1370,1000.0,35.3246314887482,28.784147217769544,32.71683703895608,1000.0,37.20334733249736,1000.0,35.64677923601436,34.93423624503468,1000.0,28.784147217769544,Mac,8760
NX1371,1000.0,37.79443643316836,21.132857380512075,19.348075984338582,1000.0,23.19142913416287,1000.0,25.558939741031047,25.36151799567728,1000.0,19.348075984338582,sim,8760
NX1372,1000.0,9.369679163956368,9.983490871614112,20.5978175543037,1000.0,20.221442303693465,1000.0,14.49632465437866,22.65944322491712,1000.0,9.369679163956368,lin,8760
NX1373,1000.0,25.563622088145223,22.06886120597572,22.308619278890944,1000.0,25.196662962007444,1000.0,28.63284279728472,23.518475847316786,1000.0,22.06886120597572,Mac,8760
NX1363,1000.0,24.563669980736655,20.216458740171532,20.232646364620276,1000.0,21.655158338521566,1000.0,31.32448212500757,21.07672043586034,1000.0,20.216458740171532,Mac,8760
NX1500,1000.0,30.44156470433268,25.78253985199139,25.736186860709218,1000.0,26.913532391104575,1000.0,33.02168288897366,27.16531464412818,1000.0,25.736186860709218,sim,8760
